Package Name,Versions,Total Services,License,Description,Homepage,Repository,Dev Dependency,Services Using
is-typed-array,1.1.15; 1.1.13; 1.1.12; 1.1.10; 1.1.9,35,MIT,"Is this value a JS Typed Array? This module works cross-realm/iframe, does not depend on `instanceof` or mutable properties, and despite ES6 Symbol.toStringTag.",https://github.com/inspect-js/is-typed-array#readme,git://github.com/inspect-js/is-typed-array.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/final-order/lambdas/common-layer/nodejs, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency/cli, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg/manual-test, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite""
is-typedarray,1.0.0,33,MIT,"Detect whether or not an object is a Typed Array",https://github.com/hughsk/is-typedarray,git://github.com/hughsk/is-typedarray.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/skia/modules/canvaskit/npm_build, cloned-repos/airtimemedia/stormtrooper-emails, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
is-unc-path,1.0.0,1,MIT,"Returns true if a filepath is a windows UNC file path.",https://github.com/jonschlinkert/is-unc-path,git+https://github.com/jonschlinkert/is-unc-path.git,Yes,""cloned-repos/airtimemedia/empire""
is-unicode-supported,0.1.0,28,MIT,"Detect whether the terminal supports Unicode",https://github.com/sindresorhus/is-unicode-supported#readme,git+https://github.com/sindresorhus/is-unicode-supported.git,Yes,""cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-schemas, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine/tools, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/node-addon-support/tests, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/metrics-collector/metrics-collector""
is-utf8,0.2.1,5,MIT,"Detect if a buffer is utf8 encoded.",https://github.com/wayfind/is-utf8#readme,git+https://github.com/wayfind/is-utf8.git,Yes,""cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/reconnecting-websocket""
is-valid-path,0.1.1,1,[object Object],"Returns true if a file path does not contain any invalid characters.",https://github.com/jonschlinkert/is-valid-path,git://github.com/jonschlinkert/is-valid-path.git,No,""cloned-repos/airtimemedia/dev-console-backend""
is-weakmap,2.0.2; 2.0.1,10,MIT,"Is this value a JS WeakMap? This module works cross-realm/iframe, and despite ES6 @@toStringTag.",https://github.com/inspect-js/is-weakmap#readme,git+https://github.com/inspect-js/is-weakmap.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo""
is-weakref,1.1.1; 1.0.2; 1.0.1,21,MIT,"Is this value a JS WeakRef? This module works cross-realm/iframe, and despite ES6 @@toStringTag.",https://github.com/inspect-js/is-weakref#readme,git+https://github.com/inspect-js/is-weakref.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test""
is-weakset,2.0.4; 2.0.2,10,MIT,"Is this value a JS WeakSet? This module works cross-realm/iframe, and despite ES6 @@toStringTag.",https://github.com/inspect-js/is-weakset#readme,git+https://github.com/inspect-js/is-weakset.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo""
is-what,3.14.1,2,MIT,"JS type check (TypeScript supported) functions like `isPlainObject() isArray()` etc. A simple & small integration.",https://github.com/mesqueeb/is-what#readme,git+https://github.com/mesqueeb/is-what.git,Yes,""cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin""
is-windows,1.0.2,13,MIT,"Returns true if the platform is windows. UMD module, works with node.js, commonjs, browser, AMD, electron, etc.",https://github.com/jonschlinkert/is-windows,git+https://github.com/jonschlinkert/is-windows.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/yoda""
is-wsl,2.2.0; 2.1.1; 1.1.0,22,MIT,"Check if the process is running inside Windows Subsystem for Linux (Bash on Windows)",https://github.com/sindresorhus/is-wsl#readme,git+https://github.com/sindresorhus/is-wsl.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/skia, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/yoda""
is-yarn-global,0.4.1,1,MIT,"Check if installed by yarn globally without any `fs` calls",https://github.com/LitoMore/is-yarn-global#readme,git+ssh://git@github.com/LitoMore/is-yarn-global.git,Yes,""cloned-repos/airtimemedia/the-force""
isarray,2.0.5; 2.0.1; 1.0.0; 0.0.1,70,MIT,"Array#isArray for older browsers",https://github.com/juliangruber/isarray,git://github.com/juliangruber/isarray.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/empire/test/stubs/apn, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/final-order/lambdas/common-layer/nodejs, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency/cli, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/tests, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/skia/modules/canvaskit/npm_build, cloned-repos/airtimemedia/skia/tools/lottie-web-perf, cloned-repos/airtimemedia/skia/tools/lottiecap, cloned-repos/airtimemedia/skia/tools/skottie-wasm-perf, cloned-repos/airtimemedia/stormtrooper-emails, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/text-research, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/vandenberg/manual-test, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
isbinaryfile,4.0.10; 4.0.8; 4.0.6,8,MIT,"Detects if a file is binary in Node.js. Similar to Perl's -B.",https://github.com/gjtorikian/isBinaryFile#readme,git+https://github.com/gjtorikian/isBinaryFile.git,Yes,""cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/skia, cloned-repos/airtimemedia/skia/modules/canvaskit, cloned-repos/airtimemedia/skia/modules/pathkit""
isbot,5.1.29; 2.5.7,4,Unlicense,"🤖/👨‍🦰 Recognise bots/crawlers/spiders using the user agent string.",https://isbot.js.org,git+https://github.com/omrilotan/isbot.git,No,""cloned-repos/airtimemedia/platform-docs/tests, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/the-force""
isemail,1.2.0,2,BSD-2-Clause,"validate an email address according to RFCs 5321, 5322, and others",https://github.com/hapijs/isemail,git+https://github.com/hapijs/isemail.git,No,""cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/vandenberg/test/kef_automation""
iserror,0.0.2,2,MIT,"Test whether value is error object",https://github.com/yefremov/iserror#readme,git+https://github.com/yefremov/iserror.git,No,""cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/yoda""
isexe,3.1.1; 2.0.0,76,ISC,"Minimal module to check if a file is executable.",https://github.com/isaacs/isexe#readme,git+https://github.com/isaacs/isexe.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/backend/ts/dj, cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/empire-schemas, cloned-repos/airtimemedia/eslint-config-empire, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine/tools, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/js-build, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/node-addon-support/tests, cloned-repos/airtimemedia/node-media-utils, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/skia, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/skia/modules/canvaskit, cloned-repos/airtimemedia/skia/modules/pathkit, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/text-research, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
